fid,accident_id,accident_year,accident_outcome,number_of_parties,party_1_object_type,party_1_object_type_other,party_2_object_type,party_2_object_type_other,accident_nature,linking_level,road_situation,built_up_area,speed_limit,road_lighting,road_pavement,road_surface,light_condition,visibility_distance,weather_condition,special_traffic_measure,special_traffic_measure_other,special_infrastructure,special_infrastructure_other,special_temporary_nature,special_temporary_nature_other,junction_id,road_section_id,hectometer,street_name,place_name,current,road_authority,municipality,province,service_area_name,district_name,alcohol_indication,gdb_geometry_attribute_data,geometry
ongevallen_2022_2024.105616,20240136773,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Schemer,,Droog,,,,,,,326161028.0,,,Mammoetstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163425.68400000036 380929.7430000007)
ongevallen_2022_2024.106340,20240157022,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Brandend,Klinkers,Nat,Duisternis,,Regen,,,,,,,600024185.0,,,Frederiklaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160292.4897999987 383748.94150000066)
ongevallen_2022_2024.109779,20240043871,2024,property_damage_only,2,bicycle,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,321169023.0,,,van Kinsbergenstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160969.27899999917 384571.5529999994)
ongevallen_2022_2024.111597,20240148051,2024,property_damage_only,2,light_moped,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Beton,Droog,Duisternis,,Droog,,,,,,,600219153.0,,,Boschdijk,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160754.26359999925 384147.41429999843)
ongevallen_2022_2024.112009,20240024774,2024,injury,2,Motor,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Nat,Daglicht,,Regen,,,,,Werk in uitvoering,,319175099.0,,,Marathonloop,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159779.38529999927 387768.5335999988)
ongevallen_2022_2024.112088,20240003019,2024,property_damage_only,2,moped,,pedestrian,,Voetganger,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,Bus-/Tramhalte,,,,,600511698.0,,Beemdstraat,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159449.9990000017 382338.44000000134)
ongevallen_2022_2024.112202,20240156912,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Schemer,,Droog,,,,,,,316163063.0,,,Langendijk,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158033.878800001 381560.84149999917)
ongevallen_2022_2024.112221,20240014122,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,318172112.0,,,Grote Beekstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159014.7589999996 386396.71130000055)
ongevallen_2022_2024.113109,20240044729,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval gekoppeld op straat niveau.,,Binnen,,,,,Daglicht,,,,,,,,,,600899597.0,,Vijfkamplaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159815.58100000024 387350.4510000013)
ongevallen_2022_2024.114974,20240024640,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600217832.0,,,Zandstrand,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (155880.94330000132 383999.1336000003)
ongevallen_2022_2024.115776,20240044605,2024,property_damage_only,2,light_moped,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600219085.0,,,Limburglaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160069.63919999823 382220.0401000008)
ongevallen_2022_2024.116052,20240102878,2024,property_damage_only,2,passenger_car,,moped,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Nat,Daglicht,,Droog,,,,,,,319167023.0,,,Frederiklaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159864.683699999 383645.9572999999)
ongevallen_2022_2024.117532,20240148093,2024,injury,2,bicycle,,bicycle,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,Klinkers,Nat,Duisternis,,Droog,,,,,,,,600537824.0,,2e Lieven de Keylaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159702.74799999967 385916.5020000003)
ongevallen_2022_2024.117961,20240025188,2024,property_damage_only,2,moped,,bicycle,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,,Droog,Daglicht,,Droog,,,,FIETSPAD,,,600385770.0,,,Steenstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,Ja,,POINT (160304.59369999915 384017.2943000011)
ongevallen_2022_2024.118039,20240155797,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,,Nat,Daglicht,,Droog,,,,,,,321169023.0,,,van Kinsbergenstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160969.27899999917 384571.5529999994)
ongevallen_2022_2024.118068,20240013950,2024,injury,2,bicycle,,bicycle,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,VOP,,,,,,,322167138.0,,Stationsplein,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161498.68400000036 383620.7259999998)
ongevallen_2022_2024.120878,20240034551,2024,injury,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet aanwezig,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,,318165026.0,,Hastelweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159292.51399999857 382915.3740000017)
ongevallen_2022_2024.121581,20240101474,2024,injury,1,moped,,,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,FIETSPAD,,,320162049.0,,,Benoitstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160215.12959999964 381040.52230000123)
ongevallen_2022_2024.121776,20240102341,2024,injury,3,moped,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Droog,Schemer,,Droog,,,,,,,,601175585.0,,Park Forum,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (155117.96599999815 383747.9079999998)
ongevallen_2022_2024.121729,20240093019,2024,property_damage_only,2,van,,,FATBIKE,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,70.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600218622.0,,,St Bonifaciuslaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162804.09329999983 382032.8920000009)
ongevallen_2022_2024.121863,20240083925,2024,property_damage_only,2,bicycle,,Scootmobiel,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,MARKT,,,,600941786.0,,Woenselse Markt,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160903.59800000116 384720.4840000011)
ongevallen_2022_2024.123714,20240155852,2024,property_damage_only,2,passenger_car,,,FATBIKE,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,600219168.0,,,Marconilaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160342.85920000076 384736.6350999996)
ongevallen_2022_2024.123933,20240155584,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,ZOAB,Nat,Daglicht,,Droog,Andere oversteekplaats,,,,,,600219367.0,,,Sartrelaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160937.00930000097 388918.47769999877)
ongevallen_2022_2024.123947,20240003036,2024,injury,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,317166006.0,,,Dillenburgstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158704.9549999982 383014.84870000184)
ongevallen_2022_2024.123990,20240157448,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Schemer,,Droog,,,,,,,326166025.0,,,Hercules Segherslaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163239.09820000082 383266.3555999994)
ongevallen_2022_2024.124016,20240015755,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,70.0,Brandend,ZOAB,Nat,Duisternis,,Droog,,,,,,,600218633.0,,,Piuslaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162512.32400000095 381805.8509000018)
ongevallen_2022_2024.124058,20240156317,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600219176.0,,,Wenckenbachstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160258.28049999848 384908.309799999)
ongevallen_2022_2024.127516,20240092280,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600218611.0,,,Gasthuisstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162080.065200001 382376.29410000145)
ongevallen_2022_2024.127660,20240101775,2024,property_damage_only,1,light_moped,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Nat,Daglicht,,Regen,,,,,,,320176120.0,,,Grebbeberglaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160489 388022)
ongevallen_2022_2024.127671,20240102359,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,320172028.0,,,Bleyslaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160352.16539999843 386285.75939999893)
ongevallen_2022_2024.127705,20240074174,2024,injury,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,70.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600218751.0,,,van Oldenbarneveltlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163704.93079999834 384734.90309999883)
ongevallen_2022_2024.127861,20240045194,2024,property_damage_only,2,light_moped,,passenger_car,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,600218380.0,,,Willem Elsschotlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161400.9840000011 380870.38259999827)
ongevallen_2022_2024.129798,20240002563,2024,property_damage_only,1,light_moped,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,,318169033.0,,Bezuidenhoutseweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159150.0549999997 385102.94999999925)
ongevallen_2022_2024.130092,20240016502,2024,property_damage_only,1,bicycle,,,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,,Regen,,,,FIETSPAD,,,,600799910.0,,Boslaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159140.12999999896 385129.50499999896)
ongevallen_2022_2024.130550,20240025416,2024,injury,2,passenger_car,,light_moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600218382.0,,,Herman Gorterlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161505.08430000022 380873.35130000114)
ongevallen_2022_2024.131023,20240176471,2024,property_damage_only,2,bicycle,,bus,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,Busbaan,,,,600480846.0,,Luchthavenweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,Nee,,POINT (155528.86499999836 385219.6649999991)
ongevallen_2022_2024.133525,20240092407,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,30.0,Niet aanwezig,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600219373.0,,,Luisa Miller,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161025.48299999908 388770.92909999937)
ongevallen_2022_2024.133924,20240074418,2024,injury,2,bicycle,,Scootmobiel,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,KRUISING,,,600312059.0,,,Ds Theodor Fliednerstr,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162146.3451000005 385362.40239999816)
ongevallen_2022_2024.135426,20240146483,2024,property_damage_only,2,passenger_car,,light_moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600218146.0,,,Kasteellaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158837.26790000126 381986.80689999834)
ongevallen_2022_2024.135643,20240002794,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,321169023.0,,,van Kinsbergenstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160969.27899999917 384571.5529999994)
ongevallen_2022_2024.136847,20240033772,2024,property_damage_only,2,van,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,312167010.0,,,Zandstrand,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (156163.30810000002 383984.72890000045)
ongevallen_2022_2024.136884,20240072812,2024,property_damage_only,2,bicycle,,bicycle,,Frontaal,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Niet aanwezig,Overig asfalt,Droog,Daglicht,,Droog,,,,FIETSPAD,,,,320177030.0,,Blixemboschpad,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160510.8759999983 388759.66600000113)
ongevallen_2022_2024.138703,20240024307,2024,property_damage_only,2,van,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,70.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600218700.0,,,Geldropseweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163014.5811999999 382483.42749999836)
ongevallen_2022_2024.139472,20240082283,2024,property_damage_only,2,bicycle,,passenger_car,,Frontaal,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,600218329.0,,,Professor Holstlaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160308.1649999991 380310.0982000008)
ongevallen_2022_2024.139630,20240072603,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600218785.0,,,Tongelresestraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162169.03119999915 383080.94790000096)
ongevallen_2022_2024.139796,20240073679,2024,property_damage_only,2,bicycle,,bicycle,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,Beton,Droog,Duisternis,,Droog,,,,,,,,322172017.0,,Generaal van Geenlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161406.5 385987)
ongevallen_2022_2024.139875,20240091814,2024,property_damage_only,2,passenger_car,,moped,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,601019075.0,,Waldeck Pyrmontstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159227.67500000075 382558.2749999985)
ongevallen_2022_2024.141322,20240136156,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,,600600278.0,,Zandstrand,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (156265.60700000077 383958.2019999996)
ongevallen_2022_2024.141450,20240146915,2024,property_damage_only,2,passenger_car,,light_moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,,323163073.0,,Aalsterweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161873.3049999997 381828.2589999996)
ongevallen_2022_2024.141515,20240146774,2024,property_damage_only,2,moped,,bicycle,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,,Droog,Duisternis,,Droog,,,,,,,,600657413.0,,Anthony Fokkerweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (157024.1700000018 386010.1169999987)
ongevallen_2022_2024.141540,20240136984,2024,injury,2,passenger_car,,,FATBIKE,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,VOP,,,,,,600219451.0,,,Veldm Montgomerylaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161052.8781999983 386453.252700001)
ongevallen_2022_2024.141611,20240001973,2024,injury,1,bicycle,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,50.0,,,,Daglicht,,,,,,,,,,601017575.0,,Tongelresestraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (164025.3040000014 384297.1030000001)
ongevallen_2022_2024.141705,20240157856,2024,injury,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Buiten,70.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,,600804265.0,,Eisenhowerlaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163343.4059999995 384475.0249999985)
ongevallen_2022_2024.141721,20240002114,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,30.0,Brandend,Overig asfalt,Nat,Schemer,,Regen,Andere oversteekplaats,,,,,,,600138931.0,,Noord Brabantlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (157552.39699999988 383022.9530000016)
ongevallen_2022_2024.141780,20240024852,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,600411316.0,,,De Luwte,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161573.64909999818 383300.27589999884)
ongevallen_2022_2024.141858,20240002240,2024,property_damage_only,2,bus,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,600219123.0,,,Mathildelaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160752.17500000075 383616.3044999987)
ongevallen_2022_2024.142900,20240044817,2024,property_damage_only,2,bicycle,,bicycle,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600799772.0,,Locatellistraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159318.20899999887 380644.23999999836)
ongevallen_2022_2024.145650,20240083806,2024,property_damage_only,2,passenger_car,,bicycle,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600801138.0,,Hoogstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160396.32699999958 382112.09699999914)
ongevallen_2022_2024.145708,20240044091,2024,property_damage_only,1,bicycle,,,,Onbekend,Ongeval gekoppeld op straat niveau.,,Binnen,,Niet brandend,Beton,Droog,Daglicht,,Droog,,,,BEDRIJVENTERREIN GALVANO EN AA,,,,315165006.0,,Hurksestraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (157985.3299999982 382884.56799999997)
ongevallen_2022_2024.145824,20240101807,2024,property_damage_only,2,light_moped,,Overig vast object,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Brandend,Klinkers,Droog,Duisternis,,Droog,,,,,,,,600161228.0,,Fellenoord,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161123.1710000001 383856.1770000011)
ongevallen_2022_2024.147051,20240136430,2024,property_damage_only,2,moped,,bicycle,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Brandend,Klinkers,Droog,Duisternis,,Droog,,,,,,,,320169048.0,,Antony van Leeuwenhoekln,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160063.8040000014 384509.5760000013)
ongevallen_2022_2024.147104,20240147599,2024,injury,1,bicycle,,,,Voetganger,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,,Brandend,ZOAB,Droog,Duisternis,,Droog,,,,,,,,323166136.0,,Kanaaldijk-Zuid,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161874.13100000098 383143.3110000007)
ongevallen_2022_2024.147235,20240137242,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,317165027.0,,,Dillenburgstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158645.66450000182 382674.0943999998)
ongevallen_2022_2024.147616,20240136358,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600218148.0,,,Kasteellaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158850.24309999868 381985.3071000017)
ongevallen_2022_2024.147820,20240156668,2024,property_damage_only,2,light_moped,,passenger_car,,Onbekend,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,317166032.0,,,Bergen op Zoomstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158500.15700000152 383250.58689999953)
ongevallen_2022_2024.147936,20240013881,2024,injury,3,passenger_car,,moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600219168.0,,,Marconilaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160342.85920000076 384736.6350999996)
ongevallen_2022_2024.148897,20240033706,2024,property_damage_only,2,bicycle,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600995135.0,,Keizersgracht,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161282.0540000014 383099.40100000054)
ongevallen_2022_2024.148898,20240034347,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,320177021.0,,,Briljant,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160252.75769999996 388790.8729999997)
