fid,accident_id,accident_year,accident_outcome,number_of_parties,party_1_object_type,party_1_object_type_other,party_2_object_type,party_2_object_type_other,accident_nature,linking_level,road_situation,built_up_area,speed_limit,road_lighting,road_pavement,road_surface,light_condition,visibility_distance,weather_condition,special_traffic_measure,special_traffic_measure_other,special_infrastructure,special_infrastructure_other,special_temporary_nature,special_temporary_nature_other,junction_id,road_section_id,hectometer,street_name,place_name,current,road_authority,municipality,province,service_area_name,district_name,alcohol_indication,gdb_geometry_attribute_data,geometry
ongevallen_2022_2024.344570,20240002856,2024,property_damage_only,2,Trekker,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog/Harde windstoten,Andere oversteekplaats,,,,,,600220098.0,,,Achtseweg Noord,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (156957.05420000106 387255.38109999895)
ongevallen_2022_2024.344796,20240016160,2024,property_damage_only,1,bicycle,,,,Onbekend,Ongeval gekoppeld op straat niveau.,Bocht,Binnen,50.0,Niet brandend,,Nat,Daglicht,,,,,,,,,,600525714.0,,Urkweg,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160791.9549999982 387628.1279999986)
ongevallen_2022_2024.344834,20240016405,2024,injury,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Buiten,70.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600218752.0,,,Eisenhowerlaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163699.66970000044 384709.56069999933)
ongevallen_2022_2024.344937,20240025073,2024,injury,2,bus,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,VOP,,,,,,600218842.0,,,Veldm Montgomerylaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161298.17990000173 384911.2404000014)
ongevallen_2022_2024.345598,20240033573,2024,property_damage_only,2,van,,moped,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet aanwezig,Overig asfalt,Nat,Daglicht,,Regen,,,,FIETSPAD,,,,600137569.0,,Vestdijk,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161512.69099999964 383408.26099999994)
ongevallen_2022_2024.345809,20240072962,2024,injury,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,324164126.0,,,Tuinstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162034.35799999908 382373.86199999973)
ongevallen_2022_2024.348287,20240083489,2024,property_damage_only,2,passenger_car,,,FATBIKE,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,318175082.0,,,Fransebaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159184.0276999995 387759.2404999994)
ongevallen_2022_2024.348320,20240074522,2024,property_damage_only,1,light_moped,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,50.0,,,,Schemer,,,,,,,,,,322166126.0,,Catharinaplein,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161462.14699999988 383146.92599999905)
ongevallen_2022_2024.348508,20240101722,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,322168195.0,,,Vincent van den Heuvelln,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161473.41490000114 384120.58399999887)
ongevallen_2022_2024.348512,20240102162,2024,property_damage_only,2,bicycle,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,600797478.0,,Oirschotsedijk,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (157320.34800000116 385995.70800000057)
ongevallen_2022_2024.348732,20240073095,2024,property_damage_only,2,moped,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,326167232.0,,,Insulindelaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163097.41000000015 383782.6810000017)
ongevallen_2022_2024.350228,20240137410,2024,property_damage_only,2,light_moped,,moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Beton,Droog,Duisternis,,Droog,,,,,,,322170139.0,,,Veldm Montgomerylaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161225.09120000154 385339.51570000127)
ongevallen_2022_2024.350377,20240146761,2024,property_damage_only,2,passenger_car,,e-bike,,Los voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600218186.0,,,Kasteellaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159010.48840000108 381316.2377000004)
ongevallen_2022_2024.350569,20240156030,2024,property_damage_only,2,light_moped,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,319171071.0,,,Boschdijk,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159885.3040000014 385504.3500000015)
ongevallen_2022_2024.350614,20240002142,2024,property_damage_only,2,van,,moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,322166015.0,,,Bergstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161250.4860999994 383005.35990000144)
ongevallen_2022_2024.350778,20240013813,2024,injury,3,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,319169015.0,,,Wattstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159950.5535000004 384760.07360000163)
ongevallen_2022_2024.350838,20240015845,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Nat,Daglicht,,Regen,,,,,,,325162019.0,,,Korianderstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162661.29789999872 381326.08779999986)
ongevallen_2022_2024.353567,20240024197,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,324173136.0,,,Firmamentlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162284.03500000015 386755.4200000018)
ongevallen_2022_2024.354555,20240102774,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,70.0,Niet brandend,Overig asfalt,Droog,Schemer,,Droog,Andere oversteekplaats,,,,,,600219898.0,,,Anthony Fokkerweg,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158814.09470000118 387206.41230000183)
ongevallen_2022_2024.354729,20240043655,2024,property_damage_only,3,bicycle,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600987854.0,,Willemstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160360.34600000083 383335.8049999997)
ongevallen_2022_2024.356052,20240136623,2024,property_damage_only,2,e-bike,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,600219409.0,,,Bethlehemlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161759.70949999988 387437.62530000135)
ongevallen_2022_2024.356053,20240137251,2024,injury,2,passenger_car,,bicycle,,Frontaal,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50.0,Niet brandend,ZOAB,Nat,Daglicht,,Droog,,,,,,,,323165103.0,,Geldropseweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161956.188000001 382809.60599999875)
ongevallen_2022_2024.356717,20240003033,2024,property_damage_only,1,moped,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,70.0,Niet brandend,Beton,Droog,Daglicht,,Droog,,,,,,,,600799943.0,,Boschdijk,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159395.29100000113 386304.47399999946)
ongevallen_2022_2024.356822,20240016332,2024,property_damage_only,1,bicycle,,,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,,Regen,,,,,,,600385520.0,,,Pastoriestraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161256.68230000138 384896.8905999996)
ongevallen_2022_2024.356823,20240016354,2024,property_damage_only,2,van,,e-bike,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,320171097.0,,,Barrierweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160323.8542000018 385709.04670000076)
ongevallen_2022_2024.356895,20240016245,2024,injury,2,bicycle,,pedestrian,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,319167023.0,,,Frederiklaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159864.683699999 383645.9572999999)
ongevallen_2022_2024.357450,20240025342,2024,property_damage_only,1,light_moped,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,Andere oversteekplaats,,,,,,600218676.0,,,St Petrus Canisiuslaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163545.36499999836 382340.5535000004)
ongevallen_2022_2024.359787,20240035088,2024,injury,2,bicycle,,pedestrian,,Voetganger,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,322168010.0,,,Kruisstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161105.11059999838 384372.2586000003)
ongevallen_2022_2024.360549,20240044002,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,Tijd. afsluiting(deels/geheel ,,,322167138.0,,Stationsplein,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161498.68400000036 383620.7259999998)
ongevallen_2022_2024.360788,20240083416,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,325163038.0,,,Akebiaweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162693.5727000013 381669.3779999986)
ongevallen_2022_2024.360821,20240073788,2024,property_damage_only,1,moped,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,FIETSPAD,,,600449216.0,,,Keizersgracht,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161203.1677000001 383182.51469999924)
ongevallen_2022_2024.363082,20240024154,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,320159004.0,,Genneperweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160407.4750000015 380055.5229999982)
ongevallen_2022_2024.363777,20240033667,2024,property_damage_only,2,,BAKFIETS,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,318178007.0,,,Abbevillelaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159437.84629999846 389254.69619999826)
ongevallen_2022_2024.366428,20240045336,2024,property_damage_only,2,passenger_car,,bicycle,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,VOP,,,,,,324162034.0,,,Winkelstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162302.94849999994 381213.1596000008)
ongevallen_2022_2024.366534,20240044541,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,324167011.0,,,Parklaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162437.5731999986 383652.08839999884)
ongevallen_2022_2024.368177,20240136573,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,30.0,,,,Daglicht,,,,,,,,,321169023.0,,,van Kinsbergenstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160969.27899999917 384571.5529999994)
ongevallen_2022_2024.368365,20240136161,2024,property_damage_only,2,van,,light_moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,327162023.0,,,Vluttersven,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163908.03379999846 381368.5722000003)
ongevallen_2022_2024.368366,20240137412,2024,property_damage_only,3,passenger_car,,light_moped,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,,319162048.0,,Hoogstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159756.94900000095 381388.6229999997)
ongevallen_2022_2024.368466,20240136894,2024,property_damage_only,2,light_moped,,bicycle,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600376155.0,,Noord Brabantlaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159110.67300000042 383948.32400000095)
ongevallen_2022_2024.368481,20240146789,2024,property_damage_only,2,passenger_car,,moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,321168123.0,,,Boschdijk,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160622.03880000114 384332.6042000018)
ongevallen_2022_2024.368784,20240023797,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,,317161090.0,,Oldengaarde,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158585.64699999988 380701.8209999986)
ongevallen_2022_2024.368889,20240025130,2024,injury,2,truck,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600497678.0,,Achtseweg Noord,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (157182.59699999914 386987.2800000012)
ongevallen_2022_2024.371937,20240034087,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,70.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600218625.0,,,Piuslaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162774.15260000154 382043.8519000001)
ongevallen_2022_2024.372883,20240101577,2024,property_damage_only,2,moped,,passenger_car,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,600364203.0,,,de Koppele,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162262.23550000042 387661.3313000016)
ongevallen_2022_2024.374619,20240136998,2024,property_damage_only,2,light_moped,,bicycle,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,,Niet brandend,Beton,Droog,Daglicht,,Droog,,,,,,,,321172085.0,,Winston Churchilllaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160944.19200000167 386476.61300000176)
ongevallen_2022_2024.374709,20240157146,2024,property_damage_only,2,bus,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,Andere oversteekplaats,,,,,,600385256.0,,,Geldropseweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161868.00189999864 382840.47769999877)
ongevallen_2022_2024.375076,20240016073,2024,injury,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Nat,Daglicht,,Regen,Andere oversteekplaats,,,,,,600218599.0,,,Stratumsedijk,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161792.4642000012 382564.5370000005)
ongevallen_2022_2024.375187,20240025019,2024,injury,2,light_moped,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,OVERSTEEKPLAATS FIETSPAD,,,600219237.0,,,1e Lieven de Keylaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160640.42760000005 386425.88259999827)
ongevallen_2022_2024.375817,20240034275,2024,property_damage_only,2,moped,,passenger_car,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,322168012.0,,,Kruisstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161105.9354000017 384036.2862999998)
ongevallen_2022_2024.377594,20240014037,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,VOP,,,,,,600219624.0,,,Mercuriuslaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162340.30220000073 387379.50780000165)
ongevallen_2022_2024.378443,20240092792,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Brandend,Klinkers,Droog,Duisternis,,Droog,,,,,,,,318167115.0,,Beukenlaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159250.7109999992 383973.65199999884)
ongevallen_2022_2024.378452,20240043770,2024,property_damage_only,2,passenger_car,,bicycle,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,,Regen,Andere oversteekplaats,,,,,,600218391.0,,,Floralaan West,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161721.44159999862 380841.01089999825)
ongevallen_2022_2024.378459,20240074501,2024,property_damage_only,2,passenger_car,,,FATBIKE,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Beton,Droog,Daglicht,,Droog,,,,,,,600218544.0,,,Narcisstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162194.82070000097 381813.2831000015)
ongevallen_2022_2024.378554,20240073338,2024,property_damage_only,2,,FATBIKE,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600218152.0,,,Hurksestraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159185.5738000013 382213.41369999945)
ongevallen_2022_2024.378561,20240082347,2024,property_damage_only,2,passenger_car,,moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,320170080.0,,,Boschdijk,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160019.29670000076 385304.9866000004)
ongevallen_2022_2024.378657,20240102754,2024,injury,2,light_moped,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,600804255.0,,Kanaaldijk-Zuid,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,Ja,,POINT (162810.9849999994 382924.3420000002)
ongevallen_2022_2024.378692,20240102967,2024,property_damage_only,1,moped,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,30.0,,,,Daglicht,,,,,,,,,,317176084.0,,Alsacelaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158830.77299999818 388091.31500000134)
ongevallen_2022_2024.378782,20240083282,2024,injury,1,light_moped,,,,Eenzijdig,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,DREMPEL,,,328165022.0,,,Partituurlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (164387.39299999923 382865.13800000027)
ongevallen_2022_2024.378882,20240073157,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,322168012.0,,,Kruisstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161105.9354000017 384036.2862999998)
