fid,accident_id,accident_year,accident_outcome,accident_outcome_standardized,number_of_parties,party_1_object_type,party_1_object_type_other,party_2_object_type,party_2_object_type_other,accident_nature,linking_level,road_situation,built_up_area,speed_limit,road_lighting,road_pavement,road_surface,light_condition,visibility_distance,weather_condition,special_traffic_measure,special_traffic_measure_other,special_infrastructure,special_infrastructure_other,special_temporary_nature,special_temporary_nature_other,junction_id,road_section_id,hectometer,street_name,place_name,current,current_boolean,road_authority,municipality,province,service_area_name,district_name,alcohol_indication,gdb_geometry_attribute_data,geometry,longitude,latitude
ongevallen_2022_2024.76601,20230032609,2023,Letsel,injury,2,Fiets,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,FIETSPAD,,,600219406.0,,,Bruggelaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161425.91939999908 387474.33949999884),5.479696544890861,51.476284980283125
ongevallen_2022_2024.76933,20230071069,2023,Letsel,injury,2,Fiets,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,310170012.0,,,Marinus van Meelweg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (155439.67300000042 385022.8858000003),5.393526607481694,51.454286290304736
ongevallen_2022_2024.77085,20240034105,2024,Uitsluitend materiele schade,property_damage_only,2,Vrachtauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Klinkers,Nat,Daglicht,,Droog,,,,,,,,317164071.0,,Rooijakkersstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158865.1490000002 382277.53500000015),5.442779313125804,51.42959608563319
ongevallen_2022_2024.77365,20230081143,2023,Uitsluitend materiele schade,property_damage_only,2,Bestelauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,324173136.0,,,Firmamentlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162284.03500000015 386755.4200000018),5.492033446758595,51.46981240974922
ongevallen_2022_2024.77664,20230092200,2023,Letsel,injury,2,Personenauto,,Snorfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,Andere oversteekplaats,,,,,,600219075.0,,,Karel de Grotelaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160079.26419999823 382118.2347000018),5.4602352253434825,51.42815453718608
ongevallen_2022_2024.77709,20220089535,2022,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Personenauto,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,,Droog,,,,,,,600310806.0,,,Fakkellaan,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159916.41809999943 387202.374400001),5.457964798161196,51.47385560711701
ongevallen_2022_2024.77766,20220028980,2022,Letsel,injury,1,Bromfiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,ZOAB,Droog,Duisternis,,Droog,,,,,,,,322173007.0,,Franklin D Rooseveltlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161399.9910000004 387027.50499999896),5.479315186267218,51.472268838576
ongevallen_2022_2024.77793,20220089943,2022,Uitsluitend materiele schade,property_damage_only,1,Fiets,,,,Eenzijdig,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,,Brandend,Klinkers,Droog,Duisternis,,Droog,,,,,,,,600511775.0,,Boschdijktunnel,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161108.47300000116 383762.3680000007),5.475062668699461,51.44292288281939
ongevallen_2022_2024.78089,20220066230,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 3 takken",Binnen,30.0,Brandend,Beton,Droog,Duisternis,,Droog,Andere oversteekplaats,,,,,,600218748.0,,,Tongelresestraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (163421.14240000024 383654.3696999997),5.508324505142257,51.441922282350774
ongevallen_2022_2024.79020,20240034407,2024,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600311352.0,,,Fellenoord,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160765.71059999987 383631.52230000123),5.47013037597998,51.44175037005676
ongevallen_2022_2024.79507,20220188804,2022,Letsel,injury,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,322168012.0,,,Kruisstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161105.9354000017 384036.2862999998),5.475030924177242,51.44538507022558
ongevallen_2022_2024.79540,20220189301,2022,Uitsluitend materiele schade,property_damage_only,3,Personenauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,320162050.0,,Bennekelstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160137.57400000095 381377.33399999887),5.461062841564457,51.42149428990995
ongevallen_2022_2024.79693,20220159869,2022,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Personenauto,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,600218928.0,,,Krabbendampad,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161197.28830000013 383200.9054999985),5.476330259164584,51.437875112506596
ongevallen_2022_2024.80318,20230041402,2023,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Overig vast object,,Vast voorwerp,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,,Brandend,Overig asfalt,Droog,Duisternis,,Droog,Andere oversteekplaats,,,,,,,318170013.0,,Vredeoord,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159359.0789999999 385409.2419999987),5.449920557062668,51.457742354619874
ongevallen_2022_2024.80374,20230040908,2023,Letsel,injury,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,ZOAB,Droog,Duisternis,,Droog,,,,,,,,600899056.0,,Kanaaldijk-Zuid,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (163889.03700000048 382735.2729999982),5.515031138447086,51.43365364472614
ongevallen_2022_2024.81121,20220228539,2022,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600219597.0,,,Esp,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162472.22659999877 388653.60810000077),5.494782293811546,51.48687207240763
ongevallen_2022_2024.81485,20240136641,2024,Letsel,injury,2,Snorfiets,,Lichtmast,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Klinkers,Droog,Duisternis,,Droog,,,,,,,322167267.0,,,Lardinoisstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161152.29100000113 383830.5929999985),5.475694121311521,51.44353565728562
ongevallen_2022_2024.81910,20240155632,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,600219943.0,,,Fakkellaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159590.34369999915 386960.94579999894),5.453268337874392,51.471688247059035
ongevallen_2022_2024.82318,20240016085,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Bromfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,323174035.0,,,Bethlehemlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161761.11780000106 387413.06430000067),5.484520247702544,51.47573026946366
ongevallen_2022_2024.83369,20230080665,2023,Uitsluitend materiele schade,property_damage_only,3,Personenauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,FIETSPAD,,,322168012.0,,,Kruisstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161105.9354000017 384036.2862999998),5.475030924177242,51.44538507022558
ongevallen_2022_2024.83460,20230090845,2023,Uitsluitend materiele schade,property_damage_only,2,Fiets,,,ONBEKEND VOERTUIG,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600537506.0,,Vestdijktunnel,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161267.0949999988 383726.8209999986),5.47734358608551,51.44260161896549
ongevallen_2022_2024.83730,20220068318,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Beton,Nat,Schemer,,Regen,,,,,,,600218732.0,,,Ruysdaelbaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (163193.89779999852 383046.2925999984),5.505041834884784,51.43645983564551
ongevallen_2022_2024.83948,20220027838,2022,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",,50.0,Niet brandend,,Nat,Daglicht,,,,,,,,,318161090.0,,,Lichtenberg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159128.18789999932 380786.0725999996),5.4465441454854835,51.416187936202356
ongevallen_2022_2024.85137,20220159954,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Bromfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,VOP,,,,,,323170018.0,,,Penelopestraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161983.26700000092 385447.39169999957),5.4876787851742215,51.45805881373985
ongevallen_2022_2024.85150,20220188519,2022,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Overig asfalt,Nat,Duisternis,,Droog,,,,,,,324171041.0,,,Castorstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162011.49289999902 385607.9327000007),5.488088111145524,51.45950151026303
ongevallen_2022_2024.85247,20220160236,2022,Letsel,injury,1,Fiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,70.0,,,,Daglicht,,,,,,,,,323169129.0,,,Onze Lieve Vrouwestraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161792.39299999923 384843.2280000001),5.484920751812613,51.45263052996648
ongevallen_2022_2024.85282,20220160269,2022,Uitsluitend materiele schade,property_damage_only,2,Motor,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,,Droog,Daglicht,,Droog,,,,,,,319163020.0,,,Hoogstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159995.62579999864 381522.3253000006),5.45902413656307,51.42279884778306
ongevallen_2022_2024.85630,20220149142,2022,Uitsluitend materiele schade,property_damage_only,1,Snorfiets,,,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,ZOAB,Nat,Daglicht,,Droog,,,,,,,600219253.0,,,Huizingalaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160384.73730000108 386837.76630000025),5.464699887691129,51.470573981581154
ongevallen_2022_2024.85653,20240044381,2024,Letsel,injury,1,Fiets,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600802507.0,,Dr Schaepmanlaan,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161362.2809999995 382219.7190000005),5.478685442718816,51.42905371000727
ongevallen_2022_2024.86187,20230063198,2023,Uitsluitend materiele schade,property_damage_only,1,Bromfiets,,,,Eenzijdig,Ongeval gekoppeld op straat niveau.,Bocht,Binnen,30.0,Niet brandend,Beton,Nat,Daglicht,,Regen,,,,,,,,316177062.0,,Fransebaan,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158447.02299999818 388633.83100000024),5.436829350481535,51.48673340456489
ongevallen_2022_2024.86285,20230063075,2023,Letsel,injury,1,Bromfiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,,,,,,,,,600796924.0,,De Keten,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (156618.18400000036 386625.6079999991),5.4104894665888486,51.46869044525985
ongevallen_2022_2024.86393,20230041598,2023,Uitsluitend materiele schade,property_damage_only,3,Personenauto,,Bromfiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,323166025.0,,,Kanaaldijk-Zuid,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161899.76040000096 383137.78390000015),5.486431957279863,51.43729956288643
ongevallen_2022_2024.86675,20220228744,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Onbekend,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600219405.0,,,Franklin D Rooseveltlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161424.20820000023 387451.65089999884),5.479671498647955,51.476081060055726
ongevallen_2022_2024.86904,20220112432,2022,Dodelijk,fatal,2,Personenauto,,e-bike,,Geparkeerd voertuig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600911985.0,,Vincent van den Heuvelln,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161354.83100000024 384147.6000000015),5.478613136147227,51.446382876456134
ongevallen_2022_2024.87105,20220227843,2022,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,,Niet brandend,,Droog,Daglicht,,Droog,,,,,,,317177015.0,,,Oude Bossche Baan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158788.42880000174 388671.9032999985),5.441745126547243,51.487073423030935
ongevallen_2022_2024.87620,20240137517,2024,Letsel,injury,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,326163073.0,,,St Petrus Canisiuslaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (163272.1550000012 381649.6810000017),5.50613448482628,51.4239050168042
ongevallen_2022_2024.87755,20230110484,2023,Letsel,injury,2,,GEEN PARTIJ,Fiets,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Harde windstoten/Regen,Andere oversteekplaats,,,,,,,317166005.0,,Zeelsterstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158627.96299999952 383143.3599999994),5.43937766424205,51.437380286619494
ongevallen_2022_2024.87964,20240024924,2024,Letsel,injury,2,Personenauto,,Fiets,,Voetganger,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Nat,Daglicht,,Droog,,,,,,,322168208.0,,,Gildelaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161131.92500000075 384293.8990000002),5.475409259340008,51.447700381594615
ongevallen_2022_2024.87995,20240003012,2024,Letsel,injury,2,Bestelauto,,Fiets,,Voetganger,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,15.0,Brandend,Overig asfalt,Nat,Schemer,,Regen,,,,AFSLAAN NAAR EEN OPRIT,,,,317166027.0,,Hastelweg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158758.28200000152 383003.40399999917),5.441250393299565,51.436121411703255
ongevallen_2022_2024.88092,20240003099,2024,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Fiets,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,,Niet aanwezig,,Nat,Daglicht,,Regen/Sneeuw/Hagel,,,,FIETSPAD,,,,321176071.0,,Tempellaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160833.70600000024 388341.06599999964),5.471186561359621,51.48408213227842
ongevallen_2022_2024.88695,20230071854,2023,Uitsluitend materiele schade,property_damage_only,1,Fiets,,,,Voetganger,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Regen,,,,,,,,600795560.0,,Flight Forum,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (155725.49700000137 384393.2670000009),5.397637489705451,51.448626553921876
ongevallen_2022_2024.88696,20230072042,2023,Letsel,injury,2,Bestelauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,,323173011.0,,Vlokhovenseweg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161611.11100000143 386877.08399999887),5.482350971754384,51.4709143153192
ongevallen_2022_2024.88723,20230031030,2023,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,,Droog,,,,,,,319172042.0,,,Adriaan Dorsmanstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159917.8808999993 386041.3630999997),5.457969591777549,51.46341966568739
ongevallen_2022_2024.88753,20230030529,2023,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,,Regen,,,,,,,600219236.0,,,Michelangelolaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160681.55490000173 386146.16959999874),5.46896059169339,51.46435453835574
ongevallen_2022_2024.89149,20230098646,2023,Uitsluitend materiele schade,property_damage_only,1,Fiets,,,,Voetganger,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,15.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,322168152.0,,Kruisstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161131.6330000013 384216.7320000008),5.475403713430413,51.44700675660032
ongevallen_2022_2024.89328,20230079629,2023,Letsel,injury,3,Fiets,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,TER HOOGTE VAN UITRIT PARADIJS,,,322166016.0,,,Grote Berg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161270.36840000004 383017.31870000064),5.477378023916547,51.43622410235459
ongevallen_2022_2024.89424,20230080380,2023,Letsel,injury,2,Fiets,,Fiets,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600376294.0,,Kleine Berg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161119.38899999857 383095.68299999833),5.475208083125549,51.43693015446383
ongevallen_2022_2024.90063,20220111493,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,VOP,,,,,,322173058.0,,,Winkelcentrum Woensel,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161279.19399999827 386720.22100000083),5.477571081222008,51.469508132184224
ongevallen_2022_2024.90064,20220112136,2022,Uitsluitend materiele schade,property_damage_only,2,Motor,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,600218120.0,,,Limburglaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159517.82239999995 382978.2939000018),5.452173348318954,51.43589011735361
ongevallen_2022_2024.90110,20230041422,2023,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Personenauto,,Onbekend,Ongeval gekoppeld op straat niveau.,,,,,,,Daglicht,,,,,,,,,,318167115.0,,Beukenlaan,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159250.7109999992 383973.65199999884),5.44834396031936,51.44483914622276
ongevallen_2022_2024.91197,20220160160,2022,Uitsluitend materiele schade,property_damage_only,2,e-bike,,e-bike,,Frontaal,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Brandend,,Droog,Duisternis,,Droog,,,,,,,,600907523.0,,Wal,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161353.82699999958 383012.52600000054),5.4785781935203035,51.436180086665786
ongevallen_2022_2024.91678,20240073868,2024,Uitsluitend materiele schade,property_damage_only,3,Fiets,,Voetganger,,Voetganger,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,15.0,Niet aanwezig,Klinkers,Droog,Daglicht,,Droog,,,,,,,,322173053.0,,Winkelcentrum Woensel,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161047.5080000013 386799.84899999946),5.47423803427955,51.47022641928994
ongevallen_2022_2024.91761,20240082316,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,322175051.0,,,Borgerhoutlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161304.57310000062 387907.16970000044),5.477957644108436,51.48017691051713
ongevallen_2022_2024.91770,20240092431,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,e-bike,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600219065.0,,,Karel de Grotelaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159851.40419999883 381891.3209999986),5.456955717003493,51.42611689315408
ongevallen_2022_2024.91840,20240082382,2024,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Bestelauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,321173034.0,,,Maurits Lijnslagerstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160922.95760000125 386601.13709999993),5.472442129617558,51.468441592901804
ongevallen_2022_2024.92100,20240102282,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,ZOAB,Droog,Duisternis,,Droog,,,,,,,,601175291.0,,Antoon Coolenlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160510.23999999836 380888.79300000146),5.466412945208944,51.417099427256595
ongevallen_2022_2024.92161,20240073144,2024,Uitsluitend materiele schade,property_damage_only,1,Fiets,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Nat,Daglicht,,Regen,,,,,,,319168068.0,,,Ir Kalffstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159852.3590000011 384095.61100000143),5.456999857677549,51.44593052658764
ongevallen_2022_2024.92271,20230062318,2023,Letsel,injury,1,Bromfiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Nat,Daglicht,,Droog,Andere oversteekplaats,,,,,,600218193.0,,,Karel de Grotelaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159193.73380000144 381265.05000000075),5.44749208562202,51.420492828039364
