fid,accident_id,accident_year,accident_outcome,accident_outcome_standardized,number_of_parties,party_1_object_type,party_1_object_type_other,party_2_object_type,party_2_object_type_other,accident_nature,linking_level,road_situation,built_up_area,speed_limit,road_lighting,road_pavement,road_surface,light_condition,visibility_distance,weather_condition,special_traffic_measure,special_traffic_measure_other,special_infrastructure,special_infrastructure_other,special_temporary_nature,special_temporary_nature_other,junction_id,road_section_id,hectometer,street_name,place_name,current,current_boolean,road_authority,municipality,province,service_area_name,district_name,alcohol_indication,gdb_geometry_attribute_data,geometry,longitude,latitude
ongevallen_2022_2024.278571,20240023924,2024,Letsel,injury,2,Personenauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,Tijd. afsluiting(deels/geheel ,,600218216.0,,,Lichtenberg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159109.39290000126 380765.01740000024),5.446273718779391,51.41599881518917
ongevallen_2022_2024.278616,20230110688,2023,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,Binnen,30.0,,,,Schemer,,,,,,,,,,327166069.0,,Jan van Riebeecklaan,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (163941.94700000063 383313.21599999815),5.515806696183404,51.43884774037529
ongevallen_2022_2024.278733,20240013984,2024,Letsel,injury,1,Fiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,,Droog,,,,,,,322173039.0,,,Diekirchlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161120.4541000016 386899.2974999994),5.475289621739053,51.471119537901764
ongevallen_2022_2024.278770,20240016186,2024,Letsel,injury,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,Andere oversteekplaats,,,,,,321177073.0,,,Granaat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160559.46409999952 388727.1997999996),5.467244533147235,51.487555729853405
ongevallen_2022_2024.278902,20240025001,2024,Letsel,injury,2,Snorfiets,,Snorfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600310643.0,,,Oude Bossche Baan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159583.5320999995 386974.180399999),5.453170473616082,51.47180726387155
ongevallen_2022_2024.279127,20230030259,2023,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,,Droog,Andere oversteekplaats,,,,,,600219474.0,,,Veldm Montgomerylaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161221.5907999985 385365.75829999894),5.476718076288322,51.4573339763095
ongevallen_2022_2024.279810,20230091124,2023,Uitsluitend materiele schade,property_damage_only,3,Bestelauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Nat,Daglicht,,Regen,,,,FIETSPAD MET VOORRANG,,,,600205792.0,,Meergras,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (156520.85300000012 383602.8669999987),5.409075554877822,51.44152030660795
ongevallen_2022_2024.279888,20230080721,2023,Uitsluitend materiele schade,property_damage_only,3,Snorfiets,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,Bus-/Tramhalte,,,,600411316.0,,,De Luwte,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,Ja,,POINT (161573.64909999818 383300.27589999884),5.4817449274586485,51.43876405122175
ongevallen_2022_2024.280034,20230079849,2023,Uitsluitend materiele schade,property_damage_only,2,Fiets,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Buiten,50.0,Niet aanwezig,,Nat,Schemer,,,,,,,,,600218319.0,,,DIRCK VAN HORNELAAN,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160196.313000001 379546.4226000011),5.461880305142056,51.40503626610027
ongevallen_2022_2024.280036,20230080999,2023,Uitsluitend materiele schade,property_damage_only,1,Fiets,,,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,320162006.0,,Verhulststraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160114.6950000003 381076.1229999997),5.460729538044563,51.418787008642376
ongevallen_2022_2024.280186,20220039325,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Schemer,,Droog,,,,,,,600218897.0,,,Pastoor Petersstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160904.07360000163 383945.1678000018),5.4721257438855,51.44456819036251
ongevallen_2022_2024.280518,20220088686,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Snorfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,UITRIT,Werk in uitvoering,,,600481678.0,,Emmasingel,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161119.35500000045 383418.62999999896),5.475213211170325,51.43983301831333
ongevallen_2022_2024.280611,20220112252,2022,Letsel,injury,4,Bromfiets,,Fiets,,Los voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600899583.0,,Marathonloop,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158981.77699999884 387289.0179999992),5.44451316356839,51.47464181580727
ongevallen_2022_2024.281399,20240024246,2024,Uitsluitend materiele schade,property_damage_only,2,Trekker,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,320163009.0,,,Franz Leharplein,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160156 381623),5.461331347307066,51.42370233441503
ongevallen_2022_2024.281679,20220159933,2022,Letsel,injury,2,Fiets,,Snorfiets,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,,Niet brandend,ZOAB,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600312193.0,,,Airbornelaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162339.01350000128 387419.3132000007),5.492838569093635,51.47577919518974
ongevallen_2022_2024.281701,20220188285,2022,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600219225.0,,,van Vorststraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160528.81280000135 385402.45490000024),5.466750877643335,51.45767106434923
ongevallen_2022_2024.281712,20220149263,2022,Uitsluitend materiele schade,property_damage_only,2,Fiets,,Personenauto,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,322174030.0,,,Franklin D Rooseveltlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161418 387266),5.4795787448703885,51.47441238074072
ongevallen_2022_2024.281825,20220131044,2022,Uitsluitend materiele schade,property_damage_only,1,Snorfiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Beton,Droog,Daglicht,,Droog,,,,,,,,600526057.0,,Kosmoslaan,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (163083.53400000185 386960.5529999994),5.5035445997836785,51.47164535860446
ongevallen_2022_2024.282217,20240091952,2024,Letsel,injury,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,,324175024.0,,De Stoutheuvel,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162282.2259999998 387740.3819999993),5.492027829553167,51.47866590572118
ongevallen_2022_2024.282294,20240092590,2024,Letsel,injury,2,Motor,,e-bike,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,315164099.0,,,Sliffertsestraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (157568.9285000004 382518.1281999983),5.424142231325594,51.43176611895491
ongevallen_2022_2024.282449,20240073462,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Snorfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600218115.0,,,de Blécourtstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159268.41149999946 383349.3231999986),5.4485909856451125,51.439227126156936
ongevallen_2022_2024.282692,20240072552,2024,Letsel,injury,2,Bromfiets,,Snorfiets,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,50.0,Brandend,Beton,Droog,Schemer,,Droog,,,,,,,,601020387.0,,Anthony Fokkerweg,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (156638.12099999934 385702.33199999854),5.410772068054904,51.460391372092054
ongevallen_2022_2024.283421,20220228945,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Snorfiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,Binnen,30.0,,,,Schemer,,,,,,,,,,600804744.0,,Kanaaldijk-Noord,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (163428.49700000137 382841.9459999986),5.50841083549135,51.43461957133496
ongevallen_2022_2024.283621,20220229208,2022,Letsel,injury,2,Bromfiets,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Droog,Schemer,,Droog,,,Bus-/Tramhalte,,,,,600136708.0,,Vestdijk,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161665.3049999997 383137.84600000083),5.4830600693690235,51.437302945319054
ongevallen_2022_2024.283622,20220229903,2022,Uitsluitend materiele schade,property_damage_only,2,Bestelauto,,e-bike,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Nat,Daglicht,,Regen,,,,,,,600219215.0,,,Boschdijk,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160171.16450000182 385063.30579999834),5.461599959802379,51.454625969966244
ongevallen_2022_2024.283755,20220229385,2022,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Fiets,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,319163061.0,,,Offenbachlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159610.2076999992 381502.2039999999),5.4534826294642,51.42262127239647
ongevallen_2022_2024.283855,20240147604,2024,Uitsluitend materiele schade,property_damage_only,2,Fiets,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,,Regen,,,,,,,600219898.0,,,Anthony Fokkerweg,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158814.09470000118 387206.41230000183),5.4420987133254775,51.47390046538505
ongevallen_2022_2024.283947,20240136554,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600218146.0,,,Kasteellaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158837.26790000126 381986.80689999834),5.442375227631755,51.42698301492143
ongevallen_2022_2024.284173,20240137499,2024,Letsel,injury,4,Personenauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600219075.0,,,Karel de Grotelaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160079.26419999823 382118.2347000018),5.4602352253434825,51.42815453718608
ongevallen_2022_2024.284525,20240023906,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,Andere oversteekplaats,,,,,,,601174890.0,,Schootsestraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159513.87999999896 384279.75),5.452133362509126,51.44758850888967
ongevallen_2022_2024.284763,20240156292,2024,Letsel,injury,3,Snorfiets,,Fiets,,Frontaal,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,317163057.0,,Nelson Mandelapark,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158549.2250000015 381775.22199999914),5.438231452439792,51.425083037219586
ongevallen_2022_2024.284786,20240016237,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Bromfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,,322168152.0,,Kruisstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161131.6330000013 384216.7320000008),5.475403713430413,51.44700675660032
ongevallen_2022_2024.284896,20230109841,2023,Uitsluitend materiele schade,property_damage_only,2,Fiets,,Fiets,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,ZOAB,Nat,Duisternis,,Regen,,,,,,,,600526010.0,,Jeroen Boschlaan,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (163182.3280000016 382959.94200000167),5.504873436527196,51.43568382741137
ongevallen_2022_2024.284899,20230110450,2023,Letsel,injury,3,Personenauto,,Fiets,,Los voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog/Mist,Andere oversteekplaats,,,,,,600219233.0,,,Barrierweg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160305.94179999828 385694.9232000001),5.463548574606258,51.4603021085487
ongevallen_2022_2024.285796,20230098685,2023,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Fiets,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Schemer,,Droog,,,,,,,317164057.0,,,Dillenburgstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158572.95549999923 382337.9092000015),5.438578367138714,51.43014070213069
ongevallen_2022_2024.285897,20230100145,2023,Uitsluitend materiele schade,property_damage_only,3,Personenauto,,Fiets,,Los voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,Tunnel,,,,,600900842.0,,Dirk Boutslaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162916.95199999958 382745.29300000146),5.501052163701687,51.433758212274974
ongevallen_2022_2024.285961,20230091333,2023,Letsel,injury,2,Bromfiets,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,321172028.0,,,Dr Cuyperslaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160584.30260000005 386407.67280000076),5.4675652548630795,51.46670607417747
ongevallen_2022_2024.286289,20220112044,2022,Uitsluitend materiele schade,property_damage_only,2,Fiets,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,,600481446.0,,Bleekweg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161720.20100000128 382907.85500000045),5.483845180531253,51.43523498009431
ongevallen_2022_2024.286616,20220039048,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Bromfiets,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,,Regen,,,,,,,,320166055.0,,Willemstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160526.47899999842 383309.77899999917),5.466684403857088,51.43886072610917
ongevallen_2022_2024.286635,20220112245,2022,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Fiets,,Frontaal,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Brandend,Klinkers,Droog,Duisternis,,Droog,,,,,,,,321170049.0,,Fluwijnstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160557.00299999863 385178.063000001),5.467152936611315,51.455653804212474
ongevallen_2022_2024.286654,20220039145,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Bromfiets,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Buiten,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,UITRIT,,,,600259148.0,,Aalsterweg,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161807.1160000004 381472.6719999984),5.485067368436605,51.42233354737095
ongevallen_2022_2024.287534,20240024181,2024,Letsel,injury,2,Fiets,,Fiets,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,Andere oversteekplaats,,,,,,323166197.0,,,Nachtegaallaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161961.49700000137 383313.1779999994),5.487323309843291,51.438875361982475
ongevallen_2022_2024.287998,20220189283,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Bromfiets,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,,Overig asfalt,Droog,Daglicht,,,,,,UITRIT,,,319171020.0,,,Daniël Stalpaertstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159737.5711000003 385928.5700000003),5.455373403121348,51.46240735534022
ongevallen_2022_2024.288084,20220131673,2022,Letsel,injury,2,Trekker,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,315165002.0,,,Wekkerstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (157960.34299999848 382898.0249999985),5.429773997538934,51.435178962603665
ongevallen_2022_2024.288432,20240043985,2024,Letsel,injury,1,Fiets,,,,Eenzijdig,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50.0,Brandend,ZOAB,Droog,Duisternis,,Droog,,,,,,,,600801928.0,,Mathildelaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160867.188000001 383588.1970000006),5.471589223238647,51.44135988464846
ongevallen_2022_2024.288630,20240102386,2024,Uitsluitend materiele schade,property_damage_only,2,,FATBIKE,e-bike,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,Fietspad,,,600310685.0,,,Boschdijk,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159662.29210000113 385911.45639999956),5.4542899313826965,51.46225415632749
ongevallen_2022_2024.288664,20240103195,2024,Letsel,injury,2,Personenauto,,Fiets,,Los voorwerp,Ongeval gekoppeld op straat niveau.,Bocht,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,,322167096.0,,Vestdijktunnel,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161234.375 383888.1810000017),5.476875818888559,51.4440523933352
ongevallen_2022_2024.288701,20240101635,2024,Letsel,injury,2,,FATBIKE,,FATBIKE,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Regen,,,,,,,600311328.0,,,Vonderweg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160739.89429999888 383601.8071000017),5.4697585699843465,51.4414835338831
ongevallen_2022_2024.288718,20240074421,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600218378.0,,,Antoon Coolenlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161198.62090000138 380910.61670000106),5.476309096597772,51.4172884382365
ongevallen_2022_2024.288750,20240043702,2024,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,Andere oversteekplaats,,,,,,600454212.0,,,Antoon Coolenlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160459.24570000172 380901.5471000001),5.465680078119514,51.41721456644844
ongevallen_2022_2024.289188,20230041747,2023,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Personenauto,,Kop/staart,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Buiten,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,Tunnel,,Werk in uitvoering,,600218231.0,,,Karel de Grotelaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158046.99489999935 380896.375500001),5.431002793498899,51.4171863094867
ongevallen_2022_2024.290308,20240137503,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,318178135.0,,,Fransebaan,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159193 389092),5.447574977126066,51.490846647315486
ongevallen_2022_2024.290389,20240147067,2024,Letsel,injury,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,600219125.0,,,Vonderweg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160727.92229999974 383603.2087999992),5.469586398119466,51.44149625526809
ongevallen_2022_2024.290423,20240147264,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Nat,Daglicht,,Regen,,,,,,,318162025.0,,,Offenbachlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159476.80429999903 381308.24280000106),5.451562198268836,51.42087889386438
ongevallen_2022_2024.290581,20240156014,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,VOP,,,,,,600220718.0,,,Meerhovendreef,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (155495.92330000177 382841.9915000014),5.394332750572861,51.434682895839885
